time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count
3040,2,0,0.00448352,0.0470899,0.135589,0.536264,30,0,0,0,0,0,0,0,4603,0,0,147,0,0
3140,2,0,0.00313847,0.0382996,0.12586,0.556802,33,0,0,0,0,0,0,0,4603,0,0,147,0,0
3240,2,0,0.00219693,0.0310791,0.116382,0.41948,30,0,0,0,0,0,0,0,4603,0,0,147,0,0
3340,2,0,0.00153785,0.0251708,0.107261,0.498825,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
3440,2,0,0.00107649,0.020352,0.0985697,0.562895,32,0,0,0,0,0,0,0,4603,0,0,147,0,0
3540,2,0,0.000753546,0.0164323,0.090356,0.55825,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
3640,2,0,0.000527482,0.0132513,0.0826455,0.571796,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
3740,2,0,0.000369237,0.0106749,0.0754485,0.691066,32,0,0,0,0,0,0,0,4603,0,0,147,0,0
3840,2,0,0.000258466,0.00859162,0.0687628,0.656946,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
3940,2,0,0.000180926,0.00690948,0.0625774,0.585683,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
4040,2,0,0.000126648,0.00555291,0.056875,0.624903,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
4140,2,0,8.86539e-005,0.00446006,0.0516335,0.510688,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
4240,2,0,6.20577e-005,0.00358046,0.0468282,0.482703,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
4340,2,0,4.34404e-005,0.00287306,0.0424327,0.511094,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
4440,2,0,3.04083e-005,0.00230453,0.0384199,0.47156,32,0,0,0,0,0,0,0,4603,0,0,147,0,0
4540,2,0,2.12858e-005,0.00184788,0.0347627,0.734544,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
4640,2,0,1.49001e-005,0.00148128,0.0314345,0.497263,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
4740,2,0,1.043e-005,0.00118711,0.0284098,0.466999,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
4840,2,0,7.30103e-006,0.00095115,0.0256639,0.712025,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
4940,2,0,5.11072e-006,0.000761942,0.0231737,0.439558,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
5040,2,0,3.5775e-006,0.000610269,0.0209174,0.416853,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
5140,2,0,2.50425e-006,0.000488716,0.0188745,0.591646,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
5240,2,0,1.75298e-006,0.000391324,0.0170262,0.650948,32,0,0,0,0,0,0,0,4603,0,0,147,0,0
5340,2,0,1.22708e-006,0.000313304,0.0153549,0.821054,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
5440,2,0,8.58959e-007,0.000250815,0.0138445,0.495907,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
5540,2,0,6.01271e-007,0.000200773,0.0124801,0.660579,32,0,0,0,0,0,0,0,4603,0,0,147,0,0
5640,2,0,4.2089e-007,0.000160702,0.0112482,0.707517,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
5740,2,0,2.94623e-007,0.000128621,0.0101362,0.672579,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
5840,2,0,2.06236e-007,0.000102938,0.00913289,1.14171,32,0,0,0,0,0,0,0,4603,0,0,147,0,0
5940,2,0,1.44365e-007,8.23791e-005,0.00822784,1.55926,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
6040,2,0,1.01056e-007,6.59235e-005,0.00741165,1.35162,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
6140,2,0,7.07389e-008,5.27529e-005,0.00667576,1.33378,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
6240,2,0,4.95173e-008,4.22123e-005,0.00601241,0.918908,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
6340,2,0,3.46621e-008,3.37767e-005,0.00541454,1.17492,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
6440,2,0,2.42635e-008,2.70262e-005,0.00487579,1.16804,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
6540,2,0,1.69844e-008,2.16244e-005,0.00439037,0.860681,29,0,0,0,0,0,0,0,4603,0,0,147,0,0
6640,2,0,1.18891e-008,1.73019e-005,0.00395307,0.772521,29,0,0,0,0,0,0,0,4619,0,8,147,0,0
6740,2,0,8.32236e-009,1.38432e-005,0.00355914,1.01957,29,0,0,0,0,0,0,0,4623,0,7,147,0,0
6840,2,0,5.82565e-009,1.10757e-005,0.00320434,0.99381,29,0,0,0,0,0,0,0,4633,0,0,147,0,0
6940,2,0,4.07796e-009,8.86138e-006,0.00288479,1.37482,29,0,0,0,0,0,0,0,4634,0,10,147,0,0
7040,2,0,2.85457e-009,7.08968e-006,0.00259702,1.09434,32,0,0,0,0,0,0,0,4634,0,10,147,0,0
7140,2,0,1.9982e-009,5.67214e-006,0.00233789,0.75301,29,0,0,0,0,0,0,0,4634,0,10,147,0,0
7240,2,3,0.9,0.180005,0.0201046,1.11842,33,0,0,0,0,0,0,0,4634,0,10,147,0,0
7340,2,0,0.63,0.270004,0.0450945,0.874071,29,0,0,0,0,0,0,0,4634,0,10,147,0,0
7440,2,0,0.441,0.304203,0.0710053,1.51334,29,0,0,0,0,0,0,0,4634,0,10,147,0,0
7540,2,0,0.3087,0.305102,0.094415,1.59457,29,0,0,0,0,0,0,0,4634,0,10,147,0,0
7640,2,0,0.21609,0.2873,0.113703,1.15321,32,0,0,0,0,0,0,0,4634,0,10,147,0,0
7740,2,0,0.151263,0.260092,0.128342,1.34666,32,0,0,0,0,0,0,0,4634,0,10,147,0,0
7840,2,0,0.105884,0.229251,0.138433,1.19677,29,0,0,0,0,0,0,0,4634,0,10,147,0,0
7940,2,0,0.0741189,0.198224,0.144412,1.37556,32,0,0,0,0,0,0,0,4636,0,12,147,0,0
8040,2,0,0.0518832,0.168956,0.146867,1.39957,29,0,0,0,0,0,0,0,4647,0,28,147,0,0
8140,2,0,0.0363182,0.142429,0.146423,1.38203,32,0,0,0,0,0,0,0,4658,0,27,147,0,0
8240,2,0,0.0254228,0.119027,0.143683,1.29379,29,0,0,0,0,0,0,0,4664,0,21,147,0,0
8340,2,0,0.0177959,0.0987811,0.139193,1.8034,29,0,0,0,0,0,0,0,4667,0,16,147,0,0
8440,2,0,0.0124572,0.0815163,0.133425,1.56691,29,0,0,0,0,0,0,0,4668,0,172,147,0,0
8540,2,0,0.00872001,0.0669571,0.126779,1.83888,29,0,0,0,0,0,0,0,4668,0,172,147,0,0
8640,2,0,0.00610401,0.0547865,0.119579,1.43725,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
8740,2,0,0.0042728,0.0446837,0.11209,1.58549,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
8840,2,0,0.00299096,0.0363452,0.104515,1.35419,32,0,0,0,0,0,0,0,4666,0,171,147,0,0
8940,2,0,0.00209367,0.0294949,0.0970133,1.53544,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
9040,2,0,0.00146557,0.023889,0.0897009,2.10247,32,0,0,0,0,0,0,0,4666,0,171,147,0,0
9140,2,1,0.301026,0.0793164,0.0886624,1.51816,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
9240,2,0,0.210718,0.105597,0.0903559,1.89497,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
9340,2,0,0.147503,0.113978,0.0927181,2.01104,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
9440,2,0,0.103252,0.111833,0.0946295,1.65757,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
9540,2,0,0.0722763,0.103921,0.0955587,1.49541,30,0,0,0,0,0,0,0,4666,0,171,147,0,0
9640,2,0,0.0505934,0.0932558,0.0953284,1.43463,33,0,0,0,0,0,0,0,4666,0,171,147,0,0
9740,2,0,0.0354154,0.0816878,0.0939644,1.79664,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
9840,2,0,0.0247908,0.0703084,0.0915987,1.47362,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
9940,2,1,0.317354,0.119717,0.0944106,1.33314,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
10040,2,0,0.222147,0.140203,0.0989899,1.32636,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
10140,2,0,0.155503,0.143263,0.103417,1.35612,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
10240,2,0,0.108852,0.136381,0.106714,1.23126,32,0,0,0,0,0,0,0,4666,0,171,147,0,0
10340,2,0,0.0761966,0.124344,0.108477,1.26322,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
10440,2,0,0.0533376,0.110143,0.108643,1.28424,32,0,0,0,0,0,0,0,4666,0,171,147,0,0
10540,2,0,0.0373363,0.0955816,0.107337,1.73787,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
10640,2,0,0.0261354,0.0816924,0.104773,1.28578,32,0,0,0,0,0,0,0,4666,0,171,147,0,0
10740,2,0,0.0182948,0.0690129,0.101197,1.2417,29,0,0,0,0,0,0,0,4666,0,171,147,0,0
10840,2,0,0.0128064,0.0577716,0.0968542,1.25696,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
10940,2,0,0.00896445,0.0480101,0.0919698,1.6318,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
11040,2,0,0.00627512,0.0396631,0.0867391,1.82803,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
11140,2,0,0.00439258,0.032609,0.0813261,1.60195,32,0,0,0,0,0,0,0,4676,0,185,147,0,0
11240,2,0,0.00307481,0.0267022,0.0758637,1.46869,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
11340,2,0,0.00215236,0.0217922,0.0704565,1.62073,32,0,0,0,0,0,0,0,4676,0,185,147,0,0
11440,2,0,0.00150666,0.0177351,0.0651844,1.45998,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
11540,2,0,0.00105466,0.014399,0.0601059,1.95946,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
11640,2,0,0.000738261,0.0116669,0.055262,1.45728,32,0,0,0,0,0,0,0,4676,0,185,147,0,0
11740,2,0,0.000516783,0.00943685,0.0506794,1.5315,32,0,0,0,0,0,0,0,4676,0,185,147,0,0
11840,2,0,0.000361748,0.00762183,0.0463737,1.48706,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
11940,2,0,0.000253223,0.00614811,0.0423511,2.1175,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
12040,2,0,0.000177256,0.00495394,0.0386114,1.44263,32,0,0,0,0,0,0,0,4676,0,185,147,0,0
12140,2,0,0.00012408,0.00398797,0.0351491,1.52501,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
12240,2,0,8.68557e-005,0.00320774,0.0319549,1.85304,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
12340,2,0,6.0799e-005,0.00257835,0.0290173,1.54639,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
12440,2,0,4.25593e-005,0.0020712,0.0263227,1.56887,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
12540,2,0,2.97915e-005,0.00166291,0.0238567,1.39797,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
12640,2,0,2.0854e-005,0.0013345,0.0216045,1.51791,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
12740,2,0,1.45978e-005,0.00107052,0.0195511,1.5644,32,0,0,0,0,0,0,0,4676,0,185,147,0,0
12840,2,0,1.02185e-005,0.000858461,0.0176818,1.49367,31,0,0,0,0,0,0,0,4676,0,185,147,0,0
12940,2,0,7.15294e-006,0.000688199,0.0159824,1.71268,32,0,0,0,0,0,0,0,4676,0,185,147,0,0
13040,2,0,5.00706e-006,0.000551561,0.0144394,1.72305,33,0,0,0,0,0,0,0,4676,0,185,147,0,0
13140,2,0,3.50494e-006,0.00044195,0.0130396,1.49295,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
13240,2,0,2.45346e-006,0.000354051,0.0117711,2.28694,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
13340,2,0,1.71742e-006,0.000283584,0.0106223,1.51544,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
13440,2,0,1.20219e-006,0.000227108,0.00958279,1.57816,32,0,0,0,0,0,0,0,4676,0,185,147,0,0
13540,2,0,8.41536e-007,0.000181854,0.0086427,2.27534,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
13640,2,0,5.89075e-007,0.000145601,0.00779299,1.62634,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
13740,2,0,4.12352e-007,0.000116564,0.00702535,1.54322,29,0,0,0,0,0,0,0,4676,0,185,147,0,0
13840,2,0,2.88647e-007,9.33085e-005,0.00633214,2.51758,29,0,0,0,0,0,0,0,4677,0,186,147,0,0
13940,2,0,2.02053e-007,7.46872e-005,0.0057064,2.2195,29,0,0,0,0,0,0,0,4677,0,186,147,0,0
14040,2,0,1.41437e-007,5.97781e-005,0.00514173,2.19046,29,0,0,0,0,0,0,0,4677,0,186,147,0,0
14140,2,0,9.90058e-008,4.78423e-005,0.00463234,1.57475,35,0,0,0,0,0,0,0,4677,0,186,147,0,0
14240,2,0,6.93041e-008,3.82877e-005,0.00417294,1.4073,29,0,0,0,0,0,0,0,4677,0,186,147,0,0
14340,2,2,0.6,0.120031,0.0157587,1.52344,32,0,0,0,0,0,0,0,4741,0,0,147,0,0
14440,2,1,0.72,0.240025,0.0381853,0.969958,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
14540,2,0,0.504,0.29282,0.0636487,1.19617,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
14640,2,0,0.3528,0.304816,0.0877654,1.04745,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
14740,2,0,0.24696,0.293245,0.108313,1.25263,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
14840,2,0,0.172872,0.26917,0.124399,0.918497,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
14940,2,0,0.12101,0.239538,0.135913,0.941234,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
15040,2,0,0.0847073,0.208572,0.143179,0.911192,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
15140,2,0,0.0592951,0.178717,0.146733,1.19377,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
15240,2,0,0.0415066,0.151275,0.147187,0.905646,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
15340,2,0,0.0290546,0.126831,0.145151,0.921427,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
15440,2,0,0.0203382,0.105532,0.141189,0.957147,35,0,0,0,0,0,0,0,4741,0,0,147,0,0
15540,2,0,0.0142368,0.087273,0.135798,1.33211,32,0,0,0,0,0,0,0,4741,0,0,147,0,0
15640,2,0,0.00996573,0.0718116,0.129399,1.02461,32,0,0,0,0,0,0,0,4741,0,0,147,0,0
15740,2,1,0.306976,0.118844,0.128344,1.51667,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
15840,2,1,0.514883,0.198052,0.135314,1.23144,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
15940,2,0,0.360418,0.230525,0.144836,1.37733,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
16040,2,1,0.552293,0.294879,0.15984,0.95965,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
16140,2,1,0.686605,0.373224,0.181178,0.996117,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
16240,2,0,0.480623,0.394704,0.202531,1.01498,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
16340,2,1,0.636436,0.443051,0.226583,1.37913,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
16440,2,0,0.445506,0.443542,0.248279,1.25224,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
16540,2,1,0.611854,0.477204,0.271171,1.05834,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
16640,2,0,0.428298,0.467423,0.290796,1.00013,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
16740,2,0,0.299808,0.4339,0.305107,1.24239,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
16840,2,0,0.209866,0.389093,0.313505,1.14911,32,0,0,0,0,0,0,0,4741,0,0,147,0,0
16940,2,0,0.146906,0.340656,0.31622,1.28705,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
17040,2,0,0.102834,0.293091,0.313907,1.74084,32,0,0,0,0,0,0,0,4741,0,0,147,0,0
17140,2,0,0.071984,0.24887,0.307404,0.916834,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
17240,2,0,0.0503888,0.209174,0.297581,1.21077,35,0,0,0,0,0,0,0,4741,0,0,147,0,0
17340,2,0,0.0352721,0.174393,0.285262,1.25366,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
17440,2,0,0.0246905,0.144453,0.271181,1.09675,32,0,0,0,0,0,0,0,4741,0,0,147,0,0
17540,2,0,0.0172834,0.119019,0.255965,0.908824,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
17640,2,0,0.0120983,0.0976348,0.240132,1.36735,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
17740,2,0,0.00846884,0.0798016,0.224099,1.1619,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
17840,2,0,0.00592819,0.0650269,0.208192,0.918509,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
17940,2,0,0.00414973,0.0528515,0.192658,1.00185,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
18040,2,0,0.00290481,0.0428622,0.177678,1.11409,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
18140,2,0,0.00203337,0.0346964,0.16338,0.929156,32,0,0,0,0,0,0,0,4741,0,0,147,0,0
18240,2,0,0.00142336,0.0280418,0.149846,1.34591,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
18340,2,3,0.900996,0.202633,0.155125,1.24855,31,0,0,0,0,0,0,0,4741,0,0,147,0,0
18440,2,0,0.630697,0.288246,0.168437,1.26719,30,0,0,0,0,0,0,0,4741,0,0,147,0,0
18540,2,0,0.441488,0.318894,0.183483,1.50502,30,0,0,0,0,0,0,0,4741,0,0,147,0,0
18640,2,0,0.309042,0.316924,0.196827,1.66945,30,0,0,0,0,0,0,0,4741,0,0,147,0,0
18740,2,0,0.216329,0.296805,0.206824,1.09306,30,0,0,0,0,0,0,0,4741,0,0,147,0,0
18840,2,0,0.15143,0.26773,0.212915,1.55333,30,0,0,0,0,0,0,0,4741,0,0,147,0,0
18940,2,0,0.106001,0.235384,0.215162,1.10939,30,0,0,0,0,0,0,0,4741,0,0,147,0,0
19040,2,0,0.0742009,0.203148,0.21396,1.18078,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
19140,2,0,0.0519406,0.172906,0.209855,1.12462,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
19240,2,0,0.0363584,0.145597,0.203429,1.04999,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
19340,2,0,0.0254509,0.121568,0.195243,1.31069,32,0,0,0,0,0,0,0,4741,0,0,147,0,0
19440,2,0,0.0178156,0.100817,0.1858,1.04338,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
19540,2,0,0.0124709,0.0831479,0.175535,1.21052,29,0,0,0,0,0,0,0,4741,0,0,147,0,0
19640,2,0,0.00872966,0.0682643,0.164808,1.48312,32,0,0,0,0,0,0,0,4749,0,16,147,0,0
19740,2,0,0.00611076,0.0558336,0.153911,1.38738,29,0,0,0,0,0,0,0,4749,0,16,147,0,0
19840,2,0,0.00427753,0.0455224,0.143072,1.43066,35,0,0,0,0,0,0,0,4749,0,16,147,0,0
19940,2,0,0.00299427,0.0370167,0.132466,1.35101,29,0,0,0,0,0,0,0,4749,0,16,147,0,0
20040,2,0,0.00209599,0.0300326,0.122223,1.45831,29,0,0,0,0,0,0,0,4749,0,16,147,0,0
20140,2,0,0.00146719,0.0243195,0.112433,1.19917,29,0,0,0,0,0,0,0,4788,0,16,147,0,0
20240,2,0,0.00102704,0.019661,0.103155,1.33132,29,0,0,0,0,0,0,0,4788,0,16,147,0,0
20340,2,0,0.000718925,0.0158726,0.0944271,1.13784,32,0,0,0,0,0,0,0,4787,0,16,147,0,0
20440,2,0,0.000503248,0.0127987,0.0862643,1.20298,29,0,0,0,0,0,0,0,4785,0,16,147,0,0
20540,2,0,0.000352273,0.0103094,0.0786688,1.55584,29,0,0,0,0,0,0,0,4787,0,16,147,0,0
20640,2,0,0.000246591,0.00829687,0.0716316,1.63012,29,0,0,0,0,0,0,0,4787,0,16,147,0,0
20740,2,0,0.000172614,0.00667202,0.0651356,1.25529,29,0,0,0,0,0,0,0,4787,0,16,147,0,0
20840,2,1,0.300121,0.0653618,0.0651582,1.51106,29,0,0,0,0,0,0,0,4787,0,16,147,0,0
20940,2,0,0.210085,0.0943063,0.0680731,1.28821,29,0,0,0,0,0,0,0,4787,0,16,147,0,0
21040,2,0,0.147059,0.104857,0.0717514,1.34941,33,0,0,0,0,0,0,0,4787,0,16,147,0,0
21140,2,0,0.102941,0.104474,0.0750237,1.40058,37,0,0,0,0,0,0,0,4787,0,16,147,0,0
21240,2,0,0.072059,0.0979909,0.0773204,1.45904,30,0,0,0,0,0,0,0,4787,0,16,147,0,0
21340,2,0,0.0504413,0.0884809,0.0784364,1.40164,33,0,0,0,0,0,0,0,4787,0,16,147,0,0
21461.5,2,0.411523,0.158766,0.102538,0.0808466,1.50706,30,0,0,0,0,0,0,0,4833,0,16,147,0,0
21540,2,0.636943,0.302219,0.142474,0.0870093,1.81259,33,0,0,0,0,0,0,0,4833,0,16,147,0,0
21640,2,0,0.211553,0.15629,0.0939374,1.38103,30,0,0,0,0,0,0,0,4833,0,16,147,0,0
21740,2,0,0.148087,0.154649,0.100009,1.31337,33,0,0,0,0,0,0,0,4833,0,16,147,0,0
21840,2,0,0.103661,0.144452,0.104453,1.43233,47,0,0,0,0,0,0,0,4833,0,16,147,0,0
21940,2,0,0.0725627,0.130074,0.107015,1.83853,55,0,0,0,0,0,0,0,4833,0,16,147,0,0
22040,2,0,0.0507939,0.114218,0.107735,2.30181,110,0,0,0,0,0,0,0,4834,0,22,147,0,0
22140,2,0,0.0355557,0.0984855,0.10681,1.62738,50,0,0,0,0,0,0,0,4834,0,22,147,0,0
22240,2,0,0.024889,0.0837662,0.104506,2.27716,36,0,0,0,0,0,0,0,4834,0,22,147,0,0
22340,2,0,0.0174223,0.0704974,0.101105,1.53344,33,0,0,0,0,0,0,0,4834,0,22,147,0,0
22440,2,0,0.0121956,0.058837,0.0968782,1.72215,30,0,0,0,0,0,0,0,4834,0,22,147,0,0
22540,2,0,0.00853693,0.048777,0.0920681,1.62261,30,0,0,0,0,0,0,0,4834,0,22,147,0,0
22640,2,0,0.00597585,0.0402168,0.086883,2.13338,33,0,0,0,0,0,0,0,4834,0,22,147,0,0
22740,2,0,0.0041831,0.0330101,0.0814957,1.47222,30,0,0,0,0,0,0,0,4834,0,22,147,0,0
22840,2,1,0.302928,0.0869937,0.0820455,1.77878,30,0,0,0,0,0,0,0,4834,0,22,147,0,0
22940,2,1,0.51205,0.172005,0.0910414,1.8595,33,0,0,0,0,0,0,0,4833,0,22,147,0,0
23040,2,0,0.358435,0.209291,0.102866,1.63347,30,0,0,0,0,0,0,0,4833,0,22,147,0,0
23140,2,0,0.250904,0.217614,0.114341,1.39778,30,0,0,0,0,0,0,0,4833,0,22,147,0,0
23240,2,0,0.175633,0.209217,0.123829,1.85225,33,0,0,0,0,0,0,0,4833,0,22,147,0,0
23340,2,0,0.122943,0.191963,0.130642,1.49813,30,0,0,0,0,0,0,0,4833,0,22,147,0,0
23440,2,6,1.88606,0.530782,0.170656,1.62748,30,0,0,0,0,0,0,0,4838,0,33,147,0,0
23540,2,0,1.32024,0.688674,0.222458,1.92529,33,0,0,0,0,0,0,0,4838,0,33,147,0,0
