time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count
2932,2,0,0.84,0.36,0.0576,0.558898,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
3032,2,0,0.588,0.4056,0.0924,0.55734,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
3132,2,0,0.4116,0.4068,0.12384,0.3668,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
3232,2,0,0.28812,0.383064,0.149762,0.403031,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
3332,2,0,0.201684,0.346788,0.169465,0.471874,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
3432,2,0,0.141179,0.305666,0.183085,0.540984,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
3532,2,0,0.0988252,0.264298,0.191206,0.348301,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
3632,2,0,0.0691776,0.225274,0.194613,0.422371,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
3732,2,0,0.0484243,0.189904,0.194142,0.426883,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
3832,2,0,0.033897,0.158703,0.190598,0.405759,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
3932,2,0,0.0237279,0.131708,0.184709,0.408721,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
4032,2,0,0.0166095,0.108688,0.177107,0.45155,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
4132,2,0,0.0116267,0.0892758,0.168324,0.487358,32,0,0,0,0,0,0,0,3765,0,0,135,0,0
4232,2,0,0.00813867,0.0730483,0.158796,0.348016,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
4332,2,0,0.00569707,0.0595781,0.148875,0.344546,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
4432,2,0,0.00398795,0.0484601,0.138833,0.365955,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
4532,2,0,0.00279157,0.0393264,0.128882,0.323543,32,0,0,0,0,0,0,0,3765,0,0,135,0,0
4632,2,0,0.0019541,0.0318519,0.119179,0.293456,32,0,0,0,0,0,0,0,3765,0,0,135,0,0
4732,2,0,0.00136787,0.0257551,0.109837,0.355166,29,0,0,0,0,0,0,0,3765,0,0,135,0,0
4832,2,1,0.300958,0.0807956,0.106933,0.347943,35,8.3376,0,0.328,0,0,2.9888,0,76,10,0,135,0,0
4932,2,0,0.21067,0.106771,0.106917,0.3468,36,3.29011,0,0.088668,0,0,5.17644,0,92,11,0,135,0,0
5032,2,0,0.147469,0.11491,0.107716,0.359195,42,3.04116,0.0335544,0.090775,0,0,5.01841,0,57,8,0,135,0,0
5132,2,0,0.103228,0.112574,0.108202,0.342921,35,2.49278,0.0466038,0.141446,0,0,5.25421,0,65,8,0,135,0,0
5232,2,0,0.0722599,0.104511,0.107833,0.345838,35,2.64075,0.0934524,0.00523364,0,0,4.96836,0,51,8,0,135,0,0
5332,2,3,0.950582,0.273725,0.124422,0.754199,38,5.25199,0.165581,0.0110555,0,0,5.26032,0,48,7,0,135,0,0
5432,2,0,0.665407,0.352062,0.147186,0.809092,36,2.36814,0.00190902,0.00300977,0,0,5.67705,0,56,8,0,135,0,0
5532,2,1,0.765785,0.434806,0.175948,1.04906,36,2.3596,0.0419651,0.0777499,0,0,5.35733,0,48,7,0,135,0,0
5632,2,0,0.53605,0.455055,0.203859,1.44001,38,2.54471,0.200484,0.0163951,0,0.0056295,5.48278,0,69,10,0,135,0,0
5732,2,0,0.375235,0.439091,0.227382,1.02508,38,2.29013,0.330311,0.00581852,0,6.49038e-005,5.60054,0,53,8,0,135,0,0
5832,2,0,0.262664,0.403806,0.245024,1.00201,35,2.16373,0.0306518,0.0656031,0,7.4829e-007,5.55554,0,45,7,0,135,0,0
5932,2,0,0.183865,0.359818,0.256504,0.845663,32,1.81277,0.147809,0.00363866,0,8.6272e-009,5.22476,0,42,7,0,135,0,0
6032,2,0,0.128706,0.313595,0.262213,0.932112,36,2.17803,0.106424,0.0991418,0,9.94648e-011,5.73196,0,41,7,0,135,0,0
6132,2,0,0.0900939,0.268895,0.262881,0.907571,38,1.83717,0.161227,0.201143,0,1.14675e-012,5.79578,0,39,7,0,135,0,0
6232,2,0,0.0630657,0.227729,0.259366,0.959869,32,2.16791,0.00185882,0.00231902,0,1.32212e-014,5.41364,0,40,6,0,135,0,0
6332,2,0,0.044146,0.191012,0.25253,0.970576,31,2.05822,0.106145,0.00882283,0,1.5243e-016,5.87981,0,52,6,0,135,0,0
6432,2,0,0.0309022,0.15899,0.243176,0.827446,38,1.8578,0.161224,0.0255224,0,1.75739e-018,6.08353,0,55,8,0,135,0,0
6532,2,0,0.0216315,0.131519,0.232011,0.926584,35,1.62854,0.0925749,0.00317656,0,2.02614e-020,6.46255,0,38,6,0,135,0,0
6632,2,0,0.0151421,0.108243,0.219634,0.292706,36,1.91694,0.0829873,3.66232e-005,0,2.33598e-022,5.79825,0,52,6,0,135,0,0
6732,2,0,0.0105995,0.0887145,0.206542,0.862482,33,1.66058,0.00383908,0.0934609,0,2.6932e-024,6.50354,0,37,6,0,135,0,0
6832,2,0,0.00741962,0.0724556,0.193133,0.849902,36,1.93457,0.0957082,0.00107753,0,3.10505e-026,5.8052,0,37,5,0,135,0,0
6932,2,0,0.00519373,0.0590032,0.17972,1.05515,33,1.47691,0.00110344,0.00880852,0,3.57988e-028,5.6324,0,36,5,0,135,0,0
7032,2,0,0.00363561,0.0479297,0.166541,0.865625,33,2.25828,0.00564222,0.0501511,0,4.12732e-030,5.65899,0,44,6,0,135,0,0
7132,2,0,0.00254493,0.0388527,0.153772,0.923572,35,1.95016,6.50504e-005,0.0265542,0,4.75848e-032,5.80442,0,36,5,0,135,0,0
7232,2,0,0.00178145,0.0314385,0.141539,0.945792,33,1.8071,0.20563,0.00480975,0,5.48616e-034,6.67935,0,37,5,0,135,0,0
7332,2,0,0.00124701,0.0254002,0.129925,1.08815,35,2.06826,0.0842908,0.042406,0,6.32511e-036,5.72122,0,44,6,0,135,0,0
7432,2,0,0.00087291,0.0204947,0.118982,1.89148,37,1.55356,0.185329,0.00409179,0,7.29236e-038,5.77991,0,36,5,0,135,0,0
7532,2,0,0.000611037,0.016518,0.108736,1.66854,34,1.72949,0.0021367,0.0247862,0,8.40752e-040,5.7051,0,37,6,0,135,0,0
7632,2,0,0.000427726,0.0132999,0.0991921,1.12455,35,1.62944,0.0819446,0.000285765,0,9.69278e-042,6.23922,0,37,5,0,135,0,0
7732,2,0,0.000299408,0.0106998,0.0903428,0.976033,34,1.95402,0.0731432,3.29465e-006,0,1.10703e-043,5.88003,0,38,7,0,135,0,0
7832,2,0,0.000209586,0.00860178,0.0821687,1.25566,36,1.57769,0.0202167,0.0819201,0,0.2,5.99565,0,39,6,0,135,0,0
7932,2,0,0.00014671,0.00691077,0.0746429,1.07752,34,1.7956,0.0337875,0.0164432,0,0.00230584,5.6219,0,37,6,0,135,0,0
8032,2,0,0.000102697,0.00554915,0.0677336,1.04821,35,1.80633,0.0197629,0.000189577,0,2.65846e-005,6.11751,0,39,6,0,135,0,0
8132,2,0,7.18879e-005,0.0044537,0.0614056,1.2574,32,1.89616,0.000227851,0.0109973,0,3.065e-007,6.00537,0,39,6,0,135,0,0
8232,2,1,0.30005,0.063573,0.0616223,1.05429,29,1.63765,0.0556896,0.160127,0,3.5337e-009,6.07842,0,39,6,0,135,0,0
8332,2,0,0.210035,0.0928655,0.0647466,0.985416,34,1.99582,0.200642,0.00184614,0,4.07408e-011,5.63933,0,43,7,0,135,0,0
8432,2,0,0.147025,0.103697,0.0686417,1.22648,35,1.74021,0.00231325,0.00452489,0,4.6971e-013,6.55718,0,37,5,0,135,0,0
8532,2,0,0.102917,0.103541,0.0721317,0.900867,31,1.2982,0.407325,5.21684e-005,0,0.1024,6.96364,0,38,8,0,135,0,0
8632,2,0,0.0720421,0.0972415,0.0746426,1.75006,33,1.39809,0.01844,0.128001,0,0.00118059,7.83224,0,37,6,0,135,0,0
8732,2,0,0.0504295,0.0878791,0.0759663,1.69924,31,1.44508,0.0058421,0.333979,0,1.36113e-005,6.14209,0,38,6,0,135,0,0
8832,2,0,0.0353006,0.0773634,0.076106,1.00254,34,1.72462,6.73548e-005,0.0210304,0,0.2,5.92763,0,39,6,0,135,0,0
8932,2,0,0.0247104,0.0668328,0.0751787,1.51588,36,1.44895,0.200001,0.0526713,0,0.00230585,9.35267,0,36,6,0,135,0,0
9032,2,0,0.0172973,0.0569257,0.0733534,1.25496,34,1.69577,0.0678419,0.0287768,0,2.65846e-005,5.50288,0,38,6,0,135,0,0
9132,2,0,0.0121081,0.0479622,0.0708142,1.4548,37,1.33893,0.0413696,0.00736865,0,3.065e-007,6.24178,0,36,5,0,135,0,0
9232,2,0,0.00847568,0.0400649,0.0677393,0.98533,37,1.59776,0.082397,8.49548e-005,0,3.5337e-009,5.59057,0,41,7,0,135,0,0
9332,2,0,0.00593297,0.0332385,0.0642892,0.990423,34,1.37305,0.234504,9.79463e-007,0,4.07408e-011,9.42727,0,39,6,0,135,0,0
9432,2,0,0.00415308,0.0274214,0.0606024,1.75014,40,1.68095,0.0295472,0.0792799,0,4.6971e-013,6.08792,0,36,5,0,135,0,0
9532,2,0,0.00290716,0.0225186,0.0567941,1.30455,33,1.68282,0.000340656,0.200914,0,5.41539e-015,7.13664,0,38,6,0,135,0,0
9632,2,0,0.00203501,0.0184219,0.0529568,1.30537,35,1.68092,0.0990944,0.0133115,0,6.24352e-017,5.99485,0,41,7,0,135,0,0
9732,2,0,0.00142451,0.0150224,0.0491634,1.12829,35,1.56196,0.0752844,0.0159864,0,7.19829e-019,8.98295,0,36,5,0,135,0,0
9832,2,0,0.000997155,0.0122173,0.0454688,1.47484,36,1.41379,0.066404,0.000184311,0,8.29907e-021,10.0828,0,42,6,0,135,0,0
9932,2,0,0.000698008,0.00991347,0.0419132,0.899855,31,1.68794,0.0777882,0.135039,0,9.56817e-023,6.69374,0,36,5,0,135,0,0
10032,2,0,0.000488606,0.0080285,0.0385248,0.914733,45,1.71312,0.0333699,0.00155689,0,1.10314e-024,5.65602,0,41,7,0,135,0,0
10132,2,0,0.000342024,0.0064912,0.0353214,1.2936,36,1.59781,0.00889654,0.106145,0,1.27183e-026,6.61445,0,36,5,0,135,0,0
10232,2,0,0.000239417,0.00524085,0.0323134,1.36392,32,1.32307,0.200103,0.0569107,0,1.46632e-028,8.44884,0,36,5,0,135,0,0
10332,2,0,0.000167592,0.0042262,0.0295046,1.46339,38,1.68729,0.00230703,0.00945223,0,1.69055e-030,8.60139,0,36,5,0,135,0,0
10432,2,0,0.000117314,0.00340442,0.0268946,1.42891,35,1.41659,0.244936,0.0336634,0,1.94907e-032,7.46828,0,39,6,0,135,0,0
10532,2,0,8.212e-005,0.00273996,0.0244791,1.01888,40,1.59594,0.0847439,0.128388,0,2.24713e-034,6.68601,0,37,5,0,135,0,0
10632,2,0,5.7484e-005,0.00220346,0.0222516,1.22799,31,1.79966,0.244452,0.278011,0,2.59077e-036,6.22495,0,43,7,0,135,0,0
10732,2,0,4.02388e-005,0.00177082,0.0202035,2.03557,37,1.64306,0.228846,0.0556341,0,2.98695e-038,6.94237,0,36,5,0,135,0,0
10832,2,0,2.81672e-005,0.00142229,0.0183254,1.00464,37,1.64958,0.0159381,0.0530702,0,3.44372e-040,8.12841,0,38,6,0,135,0,0
10932,2,0,1.9717e-005,0.00114177,0.016607,0.77012,34,1.61981,0.000183754,0.00421474,0,3.97128e-042,6.18578,0,36,6,0,135,0,0
11032,2,0,1.38019e-005,0.00091618,0.0150379,0.884898,31,1.3766,0.14232,4.85927e-005,0,4.48416e-044,6.0916,0,36,5,0,135,0,0
11132,2,0,9.66133e-006,0.000734876,0.0136076,1.21436,37,1.72567,0.182651,5.60235e-007,0,2.8026e-045,7.69486,0,41,6,0,135,0,0
11232,2,0,6.76293e-006,0.000589254,0.0123058,1.19651,37,1.77497,0.155419,6.45908e-009,0,2.8026e-045,6.04206,0,39,6,0,135,0,0
11332,2,0,4.73405e-006,0.00047235,0.0111224,1.18148,36,1.58644,0.00179186,0.0848023,0,2.8026e-045,6.83196,0,36,5,0,135,0,0
11432,2,0,3.31384e-006,0.000378543,0.0100481,0.878905,38,1.40155,0.199205,0.000977705,0,2.8026e-045,5.48197,0,36,5,0,135,0,0
11532,2,0,2.31969e-006,0.000303298,0.00907358,0.871584,38,1.35897,0.0815766,1.12722e-005,0,2.8026e-045,6.08381,0,37,6,0,135,0,0
11632,2,0,1.62378e-006,0.000242963,0.00819052,0.953287,35,1.47043,0.28849,1.29959e-007,0,2.8026e-045,6.58073,0,37,5,0,135,0,0
11732,2,0,1.13665e-006,0.000194598,0.00739093,1.08787,35,1.3446,0.16903,0.203603,0,2.8026e-045,5.46856,0,36,5,0,135,0,0
11832,2,0,7.95652e-007,0.000155837,0.00666742,1.60283,34,1.72799,0.0948639,0.00685098,0,0.16,6.35425,0,36,5,0,135,0,0
11932,2,0,5.56957e-007,0.000124781,0.00601315,1.71668,36,1.47827,0.00109371,0.0483974,0,0.0353991,5.87332,0,37,6,0,135,0,0
12032,2,1,0.3,0.0600999,0.0114218,1.2424,33,1.91564,0.033567,0.000557984,0,0.000408124,5.88627,0,37,5,0,135,0,0
12132,2,0,0.21,0.09008,0.0192876,1.15724,36,1.62714,0.207685,0.0655425,0,4.70535e-006,5.7317,0,39,6,0,135,0,0
12232,2,0,0.147,0.101464,0.0275053,1.29458,38,1.60396,0.114147,0.000755653,0,5.4249e-008,6.34404,0,36,5,0,135,0,0
12332,2,0,0.1029,0.101751,0.0349299,1.23131,38,1.82933,0.23487,0.0268523,0,6.25449e-010,6.95921,0,44,7,0,135,0,0
12432,2,0,0.0720301,0.095807,0.0410176,1.42058,33,1.60217,0.079239,0.000309586,0,7.21094e-012,7.5768,0,41,7,0,135,0,0
12532,2,0,0.0504211,0.0867298,0.0455888,1.81258,38,1.54378,0.288463,0.0378422,0,8.31365e-014,6.73372,0,38,6,0,135,0,0
12632,2,0,0.0352947,0.0764428,0.0486742,0.966019,36,1.67758,0.00895526,0.160436,0,9.58499e-016,6.97689,0,36,5,0,135,0,0
12732,2,0,0.0247063,0.0660955,0.0504163,1.51705,32,1.49776,0.107007,0.00184971,0,1.10507e-017,6.29327,0,37,6,0,135,0,0
12832,2,0,0.0172944,0.0563353,0.0510082,1.70828,31,1.50155,0.132942,2.13257e-005,0,1.27407e-019,9.03882,0,37,5,0,135,0,0
12932,2,0,0.0121061,0.0474895,0.0506563,0.966199,33,1.40822,0.00153272,0.128,0,1.4689e-021,5.99895,0,37,6,0,135,0,0
13032,2,0,0.00847427,0.0396864,0.0495594,1.34069,34,1.50326,0.0904495,0.00147574,0,0.065536,6.20403,0,36,5,0,135,0,0
13132,2,0,0.00593199,0.0329355,0.047897,0.931268,38,1.42333,0.201043,1.70142e-005,0,0.000755579,5.74753,0,36,5,0,135,0,0
13232,2,0,0.00415239,0.0271789,0.0458252,1.38322,32,1.60248,0.202318,0.170133,0,8.71124e-006,7.29706,0,39,6,0,135,0,0
13332,2,0,0.00290667,0.0223245,0.0434751,0.96423,40,1.81115,0.082104,0.00484381,0,1.00434e-007,9.74022,0,36,6,0,135,0,0
13432,2,0,0.00203467,0.0182665,0.0409542,1.47634,37,1.39025,0.116421,0.312413,0,1.15792e-009,8.70465,0,36,5,0,135,0,0
13532,2,0,0.00142427,0.0148981,0.0383486,1.24996,34,1.39469,0.0348967,0.00360188,0,1.33499e-011,7.04682,0,42,6,0,135,0,0
13632,2,0,0.000996989,0.0121178,0.0357255,1.1308,35,1.44202,0.0328754,0.0876762,0,1.53914e-013,6.67926,0,39,6,0,135,0,0
13732,2,0,0.000697892,0.00983385,0.0331364,1.23165,40,1.67347,0.233933,0.0665468,0,1.77451e-015,12.6204,0,36,6,0,135,0,0
13832,2,0,0.000488525,0.00796479,0.0306192,1.85128,33,1.36533,0.208327,0.128767,0,2.04588e-017,6.54616,0,37,6,0,135,0,0
13932,2,0,0.000341967,0.00644022,0.0282013,1.41907,36,1.29309,0.013397,0.170281,0,2.35873e-019,6.57983,0,36,5,0,135,0,0
14032,2,0,0.000239377,0.00520005,0.0259012,0.946352,34,1.66119,0.101866,0.0841238,0,2.71944e-021,6.41755,0,42,7,0,135,0,0
14132,2,0,0.000167564,0.00419356,0.0237304,0.869806,32,1.70984,0.0830944,0.163852,0,3.1353e-023,5.81029,0,41,6,0,135,0,0
14232,2,0,0.000117295,0.0033783,0.0216952,0.880654,37,1.93818,0.0938731,0.0878723,0,0.0171799,6.12447,0,39,6,0,135,0,0
14332,2,0,8.21063e-005,0.00271906,0.0197976,1.29929,33,1.4964,0.303776,0.289013,0,0.000198071,10.5647,0,38,6,0,135,0,0
14432,2,0,5.74744e-005,0.00218675,0.0180365,1.07552,33,1.85201,0.0080059,0.202516,0,2.2836e-006,5.87077,0,37,5,0,135,0,0
14532,2,0,4.02321e-005,0.00175744,0.0164086,1.23418,33,1.64934,0.23679,0.00233485,0,2.63281e-008,6.0085,0,38,6,0,135,0,0
14632,2,4,1.20003,0.241412,0.0389089,1.2785,37,1.86551,0.0295735,0.0700665,0,3.03543e-010,6.27289,0,36,5,0,135,0,0
14732,2,0,0.84002,0.361133,0.0711313,1.52775,37,2.53589,0.065877,0.000807812,0,3.49961e-012,5.50413,0,37,6,0,135,0,0
14832,2,0,0.588014,0.406509,0.104669,1.55829,42,1.70966,0.266296,0.0259853,0,4.03478e-014,5.53688,0,37,5,0,135,0,0
14932,2,0,0.41161,0.407529,0.134955,1.97689,32,1.88758,0.00307018,0.00029959,0,4.65178e-016,5.74387,0,36,6,0,135,0,0
15032,2,0,0.288127,0.383649,0.159825,1.56958,29,1.65804,0.200035,0.128003,0,5.36314e-018,5.48638,0,38,6,0,135,0,0
15132,2,0,0.201689,0.347257,0.178568,1.73818,35,1.63999,0.00680985,0.00851266,0,6.18328e-020,5.45222,0,36,5,0,135,0,0
15232,2,0,0.141182,0.306042,0.191315,1.69394,34,1.86608,0.0530063,0.00370102,0,7.12884e-022,5.39199,0,37,5,0,135,0,0
15332,2,0,0.0988275,0.264599,0.198644,1.80305,31,1.58629,0.0825311,4.26699e-005,0,8.219e-024,6.19749,0,37,5,0,135,0,0
15432,2,0,0.0691792,0.225515,0.201331,2.1176,35,1.61109,0.0146954,0.142598,0,9.47586e-026,5.63562,0,36,5,0,135,0,0
15532,2,0,0.0484255,0.190097,0.200207,1.54169,34,1.47707,0.200169,0.161644,0,1.09249e-027,6.20834,0,36,5,0,135,0,0
15632,2,0,0.0338978,0.158857,0.196072,1.71928,33,2.26039,0.0023078,0.00186363,0,1.25956e-029,7.4651,0,46,7,0,135,0,0
15732,2,0,0.0237285,0.131832,0.189648,2.14354,35,1.8878,0.44944,0.00362437,0,1.45217e-031,5.65295,0,36,5,0,135,0,0
15832,2,1,0.31661,0.168787,0.187562,2.27575,32,1.64258,0.0707177,0.211037,0,1.67424e-033,6.00739,0,37,6,0,135,0,0
15932,2,0,0.221627,0.179355,0.186741,1.83303,36,1.5141,0.160815,0.0584648,0,1.93027e-035,5.79216,0,36,5,0,135,0,0
16032,2,0,0.155139,0.174512,0.185518,1.72657,30,1.93984,0.161854,0.0275176,0.08192,2.22545e-037,5.65147,0,45,7,0,135,0,0
16132,2,0,0.108597,0.161329,0.1831,1.91771,37,1.83546,0.177365,0.000317256,0.000944474,2.56577e-039,5.87948,0,36,5,0,135,0,0
16232,2,0,0.0760181,0.144267,0.179216,2.37856,39,1.88897,0.00204488,3.65772e-006,0.0419539,2.95814e-041,5.64215,0,38,6,0,135,0,0
16332,2,1,0.353213,0.186056,0.1799,1.90113,34,1.79462,2.35758e-005,4.21706e-008,0.000483696,3.40516e-043,5.78005,0,36,5,0,135,0,0
16432,2,0,0.247249,0.198295,0.18174,1.88837,33,2.01596,0.0268438,0.115474,5.57664e-006,4.2039e-045,6.04922,0,39,6,0,135,0,0
16532,2,0,0.173074,0.19325,0.182891,2.31287,32,1.36115,0.0338639,0.275235,6.42943e-008,2.8026e-045,7.39911,0,38,6,0,135,0,0
16632,2,0,0.121152,0.178831,0.182485,1.74265,34,1.23434,0.204894,0.0169171,7.41263e-010,2.8026e-045,6.04062,0,36,5,0,135,0,0
16732,2,0,0.0848064,0.160026,0.180239,1.89308,32,1.72986,0.00236227,0.0230044,8.54618e-012,2.8026e-045,7.59707,0,38,6,0,135,0,0
16832,2,0,0.0593644,0.139894,0.176204,1.64087,34,1.72147,0.0819472,0.159189,9.85308e-014,2.8026e-045,5.97737,0,37,5,0,135,0,0
16932,2,0,0.0415551,0.120226,0.170606,1.9841,37,1.91272,0.000944788,0.286638,1.13598e-015,2.8026e-045,7.10573,0,39,6,0,135,0,0
17032,2,0,0.0290886,0.101998,0.163746,1.83739,36,1.92068,0.230379,0.233705,1.3097e-017,2.8026e-045,5.7855,0,40,7,0,135,0,0
17132,2,1,0.320362,0.145671,0.161938,2.07752,34,2.0307,0.0192807,0.0970663,1.50998e-019,2.8026e-045,5.95474,0,36,5,0,135,0,0
17232,2,0,0.224253,0.161388,0.161883,1.70752,36,1.65233,0.0408097,0.497915,1.74089e-021,2.8026e-045,6.23188,0,40,6,0,135,0,0
17332,2,0,0.156977,0.160506,0.161745,2.14272,36,1.96104,0.0385285,0.00934345,2.00711e-023,2.8026e-045,5.8294,0,38,6,0,135,0,0
17432,2,0,0.109884,0.150381,0.160609,3.2513,37,1.67141,0.232038,0.0145333,2.31404e-025,2.8026e-045,5.65297,0,37,6,0,135,0,0
17532,2,0,0.0769189,0.135689,0.158117,1.70134,40,1.76153,0.0100611,0.0509067,2.66791e-027,0.065536,6.71996,0,36,5,0,135,0,0
17632,2,0,0.0538432,0.11932,0.154237,1.87175,33,2.00815,0.119875,0.160587,3.07589e-029,0.000755579,8.02352,0,41,7,0,135,0,0
17732,2,0,0.0376903,0.102994,0.149113,2.11559,37,2.049,0.361382,0.028695,3.54626e-031,8.71124e-006,6.74493,0,46,7,0,135,0,0
17832,2,0,0.0263832,0.0876717,0.142969,1.83391,38,1.88799,0.126066,0.158042,0.0087961,1.00434e-007,6.48109,0,39,6,0,135,0,0
17932,2,0,0.0184682,0.073831,0.136055,2.00834,34,1.78493,0.089003,0.015566,0.000101412,1.15792e-009,5.74785,0,36,5,0,135,0,0
18032,2,0,0.0129278,0.0616504,0.128615,2.52239,35,1.80947,0.18787,0.0657155,1.1692e-006,1.33499e-011,5.8911,0,39,6,0,135,0,0
18132,2,0,0.00904943,0.0511302,0.120866,2.44033,35,1.8563,0.00216599,0.171753,0.00562951,1.53914e-013,5.7754,0,36,6,0,135,0,0
18232,2,0,0.0063346,0.0421711,0.112997,2.82891,35,1.88835,0.403713,0.00198018,6.49039e-005,1.77451e-015,6.36083,0,37,6,0,135,0,0
18332,2,0,0.00443422,0.0346237,0.105159,2.07645,35,1.57177,0.364654,0.0889797,7.48291e-007,2.04588e-017,5.60016,0,36,5,0,135,0,0
18432,2,0,0.00310395,0.0283197,0.0974753,2.5673,36,1.90819,0.197759,0.00102587,8.62721e-009,2.35873e-019,5.82992,0,39,6,0,135,0,0
18532,2,0,0.00217277,0.0230903,0.0900368,2.96186,36,1.85181,0.0160239,0.0580701,9.9465e-011,2.71944e-021,5.66319,0,36,5,0,135,0,0
18632,2,0,0.00152094,0.0187765,0.0829108,2.15604,33,1.7671,0.0337392,0.290551,1.14675e-012,3.1353e-023,6.07133,0,36,5,0,135,0,0
18732,2,0,0.00106466,0.0152341,0.0761431,1.98125,33,1.7376,0.0760581,0.0893331,1.32212e-014,3.61475e-025,5.84105,0,36,5,0,135,0,0
18832,2,0,0.000745259,0.0123363,0.0697624,2.18891,33,1.78222,0.38772,0.0176546,1.5243e-016,4.16753e-027,6.3803,0,37,5,0,135,0,0
18932,2,0,0.000521682,0.0099734,0.0637835,1.80965,39,1.73516,0.29202,0.000203543,1.7574e-018,0.0137439,7.99717,0,37,5,0,135,0,0
19032,2,0,0.000365177,0.00805176,0.0582104,2.85837,35,1.54486,0.278841,0.0138798,2.02614e-020,0.000158456,5.90444,0,36,5,0,135,0,0
19132,2,0,0.000255624,0.00649253,0.0530386,2.47782,35,2.02294,0.105615,0.000160023,2.33598e-022,1.82688e-006,5.68673,0,38,6,0,135,0,0
19232,2,0,0.000178937,0.00522981,0.0482577,2.14407,39,1.93171,0.0569046,0.0524306,2.6932e-024,2.10625e-008,7.41757,0,39,6,0,135,0,0
19332,2,0,0.000125256,0.0042089,0.0438528,2.72714,38,1.85047,0.0997465,0.000604484,3.10505e-026,2.42834e-010,5.77447,0,36,6,0,135,0,0
