time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count
140.5,1,0,0,0,0,0.1716,290,0,0,0,0,0,0,0,3752,0,0,129,0,0
240.5,1,0,0,0,0,0.264413,29,0,0,0,0,0,0,0,3765,0,0,129,0,0
340.5,1,0,0,0,0,0.283115,29,0,0,0,0,0,0,0,3765,0,0,129,0,0
440.5,1,0,0,0,0,0.188972,29,0,0,0,0,0,0,0,3765,0,0,129,0,0
540.5,1,0,0,0,0,0.211761,29,0,0,0,0,0,0,0,3765,0,0,129,0,0
640.5,1,0,0,0,0,0.314692,29,0,0,0,0,0,0,0,3765,0,0,129,0,0
740.5,1,36,10.8,2.16,0.216,0.262011,29,0,0,0,0,0,0,0,3765,0,0,129,0,0
840.5,1,0,7.56,3.24,0.5184,0.28503,29,0,0,0,0,0,0,0,3765,0,0,129,0,0
940.5,1,0,5.292,3.6504,0.8316,0.292154,29,0,0,0,0,0,0,0,3765,0,0,129,0,0
1040.5,1,0,3.7044,3.6612,1.11456,0.194049,29,0,0,0,0,0,0,0,3765,0,0,129,0,0
1140.5,1,5,4.09308,3.74758,1.37786,1.02992,33,5.12569,0,0.226263,0,0,3.85814,0,69,8,0,129,0,0
1240.5,1,0,2.86516,3.57109,1.59718,0.917856,32,1.8964,0,0.186903,0,0,4.0594,0,26,5,0,129,0,0
1340.5,1,0,2.00561,3.258,1.76327,0.920795,33,1.22619,0.193536,0.00215485,0,0,4.24234,0,26,5,0,129,0,0
1440.5,2,1,1.70393,2.94718,1.88166,1.02206,30,1.34812,0.00223132,0.205654,0,0,4.71909,0,26,5,0,129,0,0
1540.5,2,1,1.49275,2.6563,1.95912,1.02744,32,1.14446,0.0765569,0.171167,0,0,4.76463,0,26,5,0,129,0,0
1640.5,2,1,1.34492,2.39402,2.00261,1.13975,33,1.24868,0.0313291,0.129973,0,0,4.94134,0,26,5,0,129,0,0
