time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count
126.5,5,0,0,0,0,0.576,248,0,0,0,0,0,0,0,2460,0,0,104,0,0
226.5,5,0,0,0,0,0.474683,27,0,0,0,0,0,0,0,2473,0,0,104,0,0
326.5,5,0,0,0,0,0.536528,27,0,0,0,0,0,0,0,2473,0,0,104,0,0
426.5,5,0,0,0,0,0.562911,27,0,0,0,0,0,0,0,2473,0,0,104,0,0
526.5,5,0,0,0,0,0.507955,27,0,0,0,0,0,0,0,2473,0,0,104,0,0
626.5,5,0,0,0,0,0.531405,27,0,0,0,0,0,0,0,2473,0,0,104,0,0
726.5,6,0,0,0,0,0.823222,27,0,0,0,0,0,0,0,2473,0,0,104,0,0
826.5,6,0,0,0,0,0.55586,27,0,0,0,0,0,0,0,2473,0,0,104,0,0
926.5,6,0,0,0,0,0.571207,27,0,0,0,0,0,0,0,2473,0,0,104,0,0
1026.5,6,0,0,0,0,0.564931,27,0,0,0,0,0,0,0,2473,0,0,104,0,0
1126.5,6,4,1.2,0.24,0.024,2.70455,30,6.8912,0,0,0,0,2.4336,0,59,8,0,104,0,0
1226.5,6,0,0.84,0.36,0.0576,2.64968,28,2.45627,0,0.215509,0,0,4.63152,0,38,8,0,104,0,0
1326.5,6,0,0.588,0.4056,0.0924,2.80191,30,1.28508,0.109437,0.00698825,0,0,4.21299,0,32,5,0,104,0,0
1426.5,6,0,0.4116,0.4068,0.12384,3.46966,30,1.44537,0.0432048,0.0860638,0,0,4.11238,0,32,5,0,104,0,0
1526.5,6,1,0.58812,0.443064,0.155762,2.59282,28,1.50837,0.146586,0.000992249,0,0,4.48451,0,32,5,0,104,0,0
1626.5,6,0,0.411684,0.436788,0.183865,2.51166,30,1.51124,0.33281,0.0511869,0,0,4.11249,0,34,6,0,104,0,0
1726.5,6,5,1.78818,0.707066,0.236185,2.80714,33,1.19777,0.109119,0.064008,0,0,4.34766,0,32,5,0,104,0,0
1826.5,6,0,1.25173,0.815998,0.294166,3.07233,32,1.91883,0.0657363,0.145081,0,0,4.29535,0,32,5,0,104,0,0
1926.5,6,0,0.876208,0.82804,0.347554,2.65308,31,1.50188,0.200758,0.0154166,0,0,4.20734,0,32,5,0,104,0,0
2026.5,6,0,0.613345,0.785101,0.391308,3.60921,30,1.5433,0.0194945,0.000177741,0,0,4.33874,0,36,7,0,104,0,0
2126.5,6,0,0.429342,0.713949,0.423573,3.36913,29,1.5294,0.00726163,2.04922e-006,0,0,4.30825,0,34,6,0,104,0,0
2226.5,6,0,0.300539,0.631267,0.444342,4.88887,28,1.27219,0.00296603,2.36258e-008,0,0,4.55174,0,32,5,0,104,0,0
2326.5,6,0,0.210377,0.547089,0.454617,4.06404,27,1.41308,0.200034,0.120432,0,0,5.30624,0,39,6,0,104,0,0
2426.5,6,0,0.147264,0.467124,0.455867,5.88359,30,1.71933,0.386626,0.00701799,0,0,4.5628,0,44,8,0,104,0,0
2526.5,6,0,0.103085,0.394316,0.449712,5.63858,30,1.78496,0.143294,0.200081,0,0,4.68345,0,47,13,0,104,0,0
2626.5,6,0,0.0721595,0.329885,0.43773,3.41707,27,1.85999,0.191602,0.0358612,0,0,5.43481,0,34,6,0,104,0,0
2726.5,6,0,0.0505116,0.27401,0.421358,3.81842,27,1.87107,0.0613319,0.143558,0,0,5.28257,0,45,7,0,104,0,0
2826.5,6,0,0.0353581,0.22628,0.40185,4.46425,27,2.26293,0.00358941,0.219687,0,0.1024,5.37971,0,44,8,0,104,0,0
2926.5,6,1,0.324751,0.245974,0.386262,4.15438,28,1.80232,0.219415,0.152362,0,0.00118059,5.11197,0,34,6,0,104,0,0
3026.5,6,0,0.227325,0.242244,0.37186,3.9487,27,1.95731,0.0981936,0.0053595,0,1.36113e-005,5.08087,0,43,6,0,104,0,0
3126.5,6,0,0.159128,0.225621,0.357236,4.02909,28,2.01911,0.0056357,6.17909e-005,0,1.56928e-007,4.94295,0,38,6,0,104,0,0
3226.5,6,0,0.111389,0.202775,0.34179,4.373,30,2.10738,0.281985,0.00288302,0,1.80925e-009,4.75162,0,44,11,0,104,0,0
3326.5,6,0,0.0779726,0.177814,0.325393,3.76435,27,2.13214,0.0233132,0.0215081,0,2.08593e-011,5.10207,0,34,6,0,104,0,0
3426.5,6,0,0.0545808,0.153168,0.30817,4.00332,27,1.94853,0.200269,0.193921,0,2.40491e-013,6.0638,0,43,6,0,104,0,0
3526.5,6,0,0.0382066,0.130175,0.290371,4.79646,30,1.91186,0.205191,0.00927263,0,2.77268e-015,5.01633,0,40,6,0,104,0,0
3626.5,6,0,0.0267446,0.109489,0.272283,4.10486,27,2.08139,0.0224279,0.0392908,0,3.19668e-017,5.27765,0,38,8,0,104,0,0
