time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count
130.5,3,0,0,0,0,0.381,357,0,0,0,0,0,0,0,4146,0,0,120,0,0
230.5,4,0,0,0,0,0.446226,28,0,0,0,0,0,0,0,4159,0,0,120,0,0
330.5,4,0,0,0,0,0.568728,28,0,0,0,0,0,0,0,4159,0,0,120,0,0
430.5,4,0,0,0,0,0.483965,28,0,0,0,0,0,0,0,4159,0,0,120,0,0
530.5,4,0,0,0,0,0.416357,28,0,0,0,0,0,0,0,4159,0,0,120,0,0
630.5,4,0,0,0,0,0.66394,28,0,0,0,0,0,0,0,4159,0,0,120,0,0
730.5,4,0,0,0,0,0.501741,28,0,0,0,0,0,0,0,4159,0,0,120,0,0
830.5,4,0,0,0,0,0.707072,28,0,0,0,0,0,0,0,4159,0,0,120,0,0
930.5,4,0,0,0,0,0.450883,28,0,0,0,0,0,0,0,4159,0,0,120,0,0
1030.5,4,0,0,0,0,0.543837,28,0,0,0,0,0,0,0,4159,0,0,120,0,0
1130.5,4,5,1.5,0.3,0.03,2.99964,31,6.09819,0,0,0,0,4.30048,0,70,9,0,120,0,0
1230.5,4,3,1.95,0.63,0.09,3.09658,30,2.2779,0.1024,0.0650043,0,0,4.46038,0,42,9,0,120,0,0
1330.5,4,0,1.365,0.777,0.1587,3.70136,31,1.57198,0.12076,0.00637895,0,0,4.38674,0,36,6,0,120,0,0
1430.5,4,0,0.9555,0.8127,0.2241,3.35553,30,1.44792,0.242076,0.0269171,0,0,4.16208,0,38,7,0,120,0,0
1530.5,4,1,0.96885,0.84393,0.286083,4.91748,30,1.53478,0.0199708,0.0217852,0,0,4.21369,0,36,6,0,120,0,0
1630.5,4,0,0.678195,0.810783,0.338553,3.17945,31,1.68487,0.202173,0.029977,0,0,5.43838,0,33,6,0,120,0,0
1730.5,4,0,0.474736,0.743574,0.379055,3.57942,31,1.73833,0.0442739,0.0851479,0,0,4.44291,0,40,6,0,120,0,0
1830.5,4,0,0.332316,0.661322,0.407282,3.47198,31,1.83746,0.28243,0.0119768,0,0,5.11605,0,49,10,0,120,0,0
1930.5,4,0,0.232621,0.575582,0.424112,3.32525,31,1.70624,0.0032562,0.0269816,0,0,5.24201,0,32,6,0,120,0,0
2030.5,4,0,0.162835,0.493032,0.431004,3.34899,38,1.69452,0.102438,0.0183431,0,0.0056295,5.32539,0,39,7,0,120,0,0
2130.5,4,0,0.113984,0.417223,0.429626,3.73732,32,1.85568,0.0431241,0.0402511,0,6.49038e-005,5.41085,0,34,6,0,120,0,0
2230.5,4,1,0.379789,0.409736,0.427637,3.41588,33,1.74716,0.0494771,0.00406694,0,7.4829e-007,5.45346,0,35,6,0,120,0,0
2330.5,4,0,0.265852,0.380959,0.422969,5.38608,30,1.79797,0.000570432,4.68887e-005,0,8.6272e-009,5.59296,0,32,5,0,120,0,0
