time,players,tidi,tidi_fastavg,tidi_avg,tidi_slowavg,maptick,num_timers,air_turf_cost,air_eg_cost,air_highpressure_cost,air_hotspots_cost,air_superconductivity_cost,air_pipenets_cost,air_rebuilds_cost,air_turf_count,air_eg_count,air_hotspot_count,air_network_count,air_delta_count,air_superconductive_count
134.5,2,0,0,0,0,0.1194,233,0,0,0,0,0,0,0,3752,0,0,129,0,0
234.5,1,1,0.3,0.06,0.006,0.336649,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
334.5,1,0,0.21,0.09,0.0144,0.326527,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
434.5,1,0,0.147,0.1014,0.0231,0.183099,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
534.5,1,0,0.1029,0.1017,0.03096,0.26307,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
634.5,1,0,0.07203,0.095766,0.0374406,0.219485,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
734.5,1,0,0.050421,0.086697,0.0423662,0.200787,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
834.5,1,0,0.0352947,0.0764165,0.0457713,0.211253,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
934.5,1,0,0.0247063,0.0660745,0.0478016,0.25406,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
1034.5,1,0,0.0172944,0.0563185,0.0486533,0.297205,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
1134.5,1,0,0.0121061,0.047476,0.0485356,0.19931,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
1234.5,1,0,0.00847426,0.0396756,0.0476496,0.28463,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
1334.5,1,0,0.00593198,0.0329269,0.0461773,0.195038,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
1434.5,1,0,0.00415239,0.027172,0.0442768,0.250504,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
1534.5,1,0,0.00290667,0.0223189,0.042081,0.313964,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
1634.5,1,0,0.00203467,0.0182621,0.0396991,0.196498,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
1734.5,1,0,0.00142427,0.0148945,0.0372186,0.247887,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
1834.5,1,0,0.000996988,0.012115,0.0347083,0.175807,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
1934.5,1,0,0.000697891,0.00983159,0.0322206,0.194279,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
2034.5,1,0,0.000488524,0.00796298,0.0297948,0.23866,31,0,0,0,0,0,0,0,3765,0,0,129,0,0
2134.5,1,0,0.000341967,0.00643878,0.0274592,0.262536,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
2234.5,1,0,0.000239377,0.0051989,0.0252332,0.249989,28,0,0,0,0,0,0,0,3765,0,0,129,0,0
